Account,date,daily_pnl,classification,value,win_rate,avg_trade_size,num_trades,long_short_ratio,leverage_proxy,daily_volume,profit_per_trade,Crossed,frequency_segment,consistency_segment,profitable_day,leverage_segment
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-27,193.66415899999998,Extreme Greed,75.0,0.4378698224852071,1110.83224852071,169,0.69,181.7012720067712,187730.65,1.1459417692307692,0.9585798816568047,moderate,consistent,True,medium_leverage
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-28,165.532644,Extreme Greed,77.0,0.37681159420289856,946.0768115942029,207,1.2747252747252746,73.82337666393697,195837.9,0.7996746086956522,0.966183574879227,moderate,consistent,True,medium_leverage
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-29,9551.73423,Extreme Greed,78.0,0.44660194174757284,388.948786407767,206,0.7310924369747899,56.48005563731086,80123.45,46.36764189320388,0.7815533980582524,moderate,consistent,True,medium_leverage
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-30,5590.528248,Extreme Greed,84.0,0.461038961038961,315.52253246753247,154,0.6382978723404256,36.00246486105648,48590.47,36.30213148051948,0.922077922077922,moderate,consistent,True,medium_leverage
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-01,4458.25495,Extreme Greed,81.0,0.5025906735751295,247.12725388601035,193,0.5196850393700787,33.33233722569293,47695.56,23.099766580310877,0.9430051813471503,moderate,consistent,True,medium_leverage
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-02,1283.846047,Extreme Greed,80.0,0.5214285714285715,140.36935714285713,140,1.0,40.481033850954084,19651.71,9.170328907142856,0.95,moderate,consistent,True,medium_leverage
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-03,1190.358719,Extreme Greed,76.0,0.47435897435897434,92.37217948717948,78,0.56,15.77896544350593,7205.03,15.261009217948718,0.9743589743589743,moderate,consistent,True,medium_leverage
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-04,9066.169646,Extreme Greed,78.0,0.5357142857142857,165.78285714285715,112,0.36585365853658536,6.295280868598815,18567.68,80.94794326785714,0.9553571428571429,moderate,consistent,True,low_leverage
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-05,14685.787664,Extreme Greed,84.0,0.4897959183673469,259.2459183673469,98,0.5076923076923077,11.606861729054302,25406.1,149.8549761632653,0.9489795918367347,moderate,consistent,True,low_leverage
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-06,389.176232,Greed,72.0,0.2318840579710145,129.80536231884057,69,0.6428571428571429,26.176153830551247,8956.57,5.640235246376812,0.9565217391304348,moderate,consistent,True,medium_leverage
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-07,4008.012049,Extreme Greed,75.0,0.4186046511627907,159.67825581395348,86,0.30303030303030304,1.7018726892073852,13732.33,46.60479126744186,0.8488372093023255,moderate,consistent,True,low_leverage
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-08,554.009942,Extreme Greed,79.0,0.4215686274509804,77.67176470588235,102,0.43661971830985913,5.809488081926248,7922.52,5.431470019607843,1.0,moderate,consistent,True,low_leverage
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-09,768.430838,Extreme Greed,78.0,0.5915492957746479,88.1318309859155,213,3.840909090909091,1.1474016232930626,18772.08,3.6076565164319248,0.9812206572769953,moderate,consistent,True,low_leverage
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-10,980.557461,Extreme Greed,78.0,0.6751592356687898,119.62222929936306,157,2.925,7.052458884635019,18780.69,6.245588923566879,0.9808917197452229,moderate,consistent,True,low_leverage
